URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,InspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),Inspectorate (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,Ofsted_Rating,RSCRegion (name),Country (name),UPRN,SiteName,MSOA (code),LSOA (code)
101993,308,Enfield,2033.0,George Spicer Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,840.0,2,No Special Classes,19-01-2017,715.0,370.0,345.0,14.8,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,02-02-2017,0,Not applicable,16-09-2017,Southbury Road,,,Enfield,Middlesex,EN1 1YF,www.georgespicer.enfield.sch.uk,2083631406.0,Mrs,Hilary,Ballantine,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000207,Southbury,E14000691,Enfield North,A1,Urban major conurbation,E09000010,533756.0,196492.0,,Enfield 016,Enfield 016F,,,,,,999,,,1,South Central & North West London,,207178338.0,,E02000292,E01001518
101994,308,Enfield,2036.0,Hadley Wood Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,210.0,2,No Special Classes,19-01-2017,212.0,120.0,95.0,6.1,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,12-06-2008,0,Not applicable,16-09-2017,Courtleigh Avenue,Hadley Wood,,Barnet,Hertfordshire,EN4 0HT,www.hadleywood.enfield.sch.uk,2084404359.0,Ms,Beverly,Benson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000196,Cockfosters,E14000692,"Enfield, Southgate",C1,Urban city and town,E09000010,526427.0,198404.0,,Enfield 011,Enfield 011B,,,,,,999,,,2,South Central & North West London,,207014589.0,,E02000287,E01001417
101996,308,Enfield,2039.0,Hazelwood Junior School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,7.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,390.0,2,No Special Classes,19-01-2017,388.0,205.0,185.0,11.1,0,Not applicable,,,Not applicable,,Supported by a federation,1792,The Hazel Wood Federation,,,Not applicable,24-04-2018,0,Not applicable,30-07-2018,Hazelwood Lane,,,London,,N13 5HE,www.hazelwoodschools.org.uk/,2088863216.0,Ms,Nicky,Ross,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000205,Palmers Green,E14000692,"Enfield, Southgate",A1,Urban major conurbation,E09000010,531435.0,192682.0,,Enfield 035,Enfield 035D,,,,,,999,,,1,South Central & North West London,,207035789.0,,E02000311,E01001500
101997,308,Enfield,2040.0,Hazelwood Infant School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,7.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,330.0,2,No Special Classes,19-01-2017,320.0,170.0,150.0,10.9,0,Not applicable,,,Not applicable,,Supported by a federation,1792,The Hazel Wood Federation,10046090.0,,Not applicable,27-06-2018,0,Not applicable,10-08-2018,Hazelwood Lane,,,London,,N13 5HE,www.hazelwoodschools.org.uk/,2088863216.0,Ms,Nicky,Ross,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000205,Palmers Green,E14000692,"Enfield, Southgate",A1,Urban major conurbation,E09000010,531435.0,192682.0,,Enfield 035,Enfield 035D,,,,,,999,,,1,South Central & North West London,,207035789.0,,E02000311,E01001500
101998,308,Enfield,2042.0,Honilands Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,2.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,720.0,2,No Special Classes,19-01-2017,665.0,365.0,300.0,29.5,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-05-2015,0,Not applicable,16-09-2017,Lovell Road,,,Enfield,Middlesex,EN1 4RE,http://www.honilands.co.uk,1992701012.0,Mrs,Nuala,McNeely,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000211,Turkey Street,E14000691,Enfield North,A1,Urban major conurbation,E09000010,534947.0,199455.0,,Enfield 002,Enfield 002E,,,,,,999,,,1,South Central & North West London,,207162707.0,,E02000278,E01001551
101999,308,Enfield,2048.0,Merryhills Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,630.0,2,No Special Classes,19-01-2017,624.0,315.0,310.0,6.9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,24-04-2018,0,Not applicable,18-06-2018,Bincote Road,,,Enfield,,EN2 7RE,www.merryhills.net,2083631403.0,Mrs,Michelle,Motley,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000202,Highlands,E14000691,Enfield North,A1,Urban major conurbation,E09000010,530834.0,196478.0,,Enfield 013,Enfield 013B,,,,,,999,,,1,South Central & North West London,,207179054.0,,E02000289,E01001470
102002,308,Enfield,2053.0,Prince of Wales Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,690.0,2,No Special Classes,19-01-2017,682.0,340.0,340.0,25.6,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,07-07-2016,0,Not applicable,05-06-2018,Salisbury Road,,,Enfield,,EN3 6HG,http://www.princeofwales.enfield.sch.uk/,1992762840.0,Mr,Jan,Bless,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000199,Enfield Lock,E14000691,Enfield North,A1,Urban major conurbation,E09000010,536770.0,198543.0,,Enfield 003,Enfield 003B,,,,,,999,,,1,South Central & North West London,,,,E02000279,E01001445
102003,308,Enfield,2055.0,The Raglan Junior School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,7.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,480.0,2,No Special Classes,19-01-2017,480.0,240.0,240.0,7.1,0,Not applicable,,,Not applicable,,Supported by a federation,1436.0,The Raglan Schools,,,Not applicable,03-03-2016,0,Not applicable,20-09-2017,Raglan Road,Bush Hill Park,,Enfield,Middlesex,EN1 2RG,www.raglanschools.org/,2083605121.0,Mr,Martin,Kelsey,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000194,Bush Hill Park,E14000687,Edmonton,A1,Urban major conurbation,E09000010,533517.0,194889.0,,Enfield 021,Enfield 021C,,,,,,999,,,1,South Central & North West London,,207126183.0,,E02000297,E01001400
102004,308,Enfield,2056.0,Raglan Infant School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,5.0,7.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360.0,2,No Special Classes,19-01-2017,417.0,215.0,205.0,10.1,0,Not applicable,,,Not applicable,,Supported by a federation,1436.0,The Raglan Schools,,,Not applicable,27-02-2018,0,Not applicable,16-04-2018,Wellington Road,,,Enfield,,EN1 2NS,www.raglanschools.org,2083605121.0,Mr,Martin,Kelsey,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000194,Bush Hill Park,E14000687,Edmonton,A1,Urban major conurbation,E09000010,533476.0,194848.0,,Enfield 021,Enfield 021B,,,,,,999,,,1,South Central & North West London,,207201017.0,,E02000297,E01001399
102005,308,Enfield,2061.0,Suffolks Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,480.0,1,Has Special Classes,19-01-2017,435.0,235.0,200.0,26.1,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,26-09-2017,0,Not applicable,29-07-2018,Brick Lane,,,Enfield,,EN1 3PU,www.suffolks.enfield.sch.uk,2088041534.0,Mrs,Andrea,Cassius,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,Resource Provision,23.0,32.0,,,H,London,E09000010,Enfield,E05000207,Southbury,E14000691,Enfield North,A1,Urban major conurbation,E09000010,534629.0,197220.0,,Enfield 012,Enfield 012F,,,,,,999,,,1,South Central & North West London,,207154099.0,,E02000288,E01001513
102006,308,Enfield,2062.0,Tottenhall Infant School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,7.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,270.0,2,No Special Classes,19-01-2017,322.0,190.0,130.0,12.2,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,24-01-2018,0,Not applicable,09-05-2018,Tottenhall Road,Palmers Green,,London,,N13 6HX,www.tottenhall.enfield.sch.uk,2088291100.0,Mrs,Sian,Mainwaring,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000193,Bowes,E14000692,"Enfield, Southgate",A1,Urban major conurbation,E09000010,531249.0,191940.0,,Enfield 035,Enfield 035A,,,,,,999,,,-1,South Central & North West London,,207049121.0,,E02000311,E01001394
102007,308,Enfield,2063.0,Walker Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420.0,2,No Special Classes,19-01-2017,421.0,205.0,215.0,5,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,01-10-2014,0,Not applicable,16-09-2017,Waterfall Road,Southgate,,London,,N14 7EG,www.walker.enfield.sch.uk,2088863904.0,,Frances,Warhurst,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000208,Southgate,E14000692,"Enfield, Southgate",A1,Urban major conurbation,E09000010,529728.0,193491.0,,Enfield 028,Enfield 028A,,,,,,999,,,1,South Central & North West London,,207187794.0,,E02000304,E01001521
102011,308,Enfield,2071.0,Houndsfield Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,2.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,720.0,1,Has Special Classes,19-01-2017,671.0,330.0,340.0,20.5,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-03-2018,0,Not applicable,10-08-2018,Ripon Road,Edmonton,,London,,N9 7RE,www.houndsfield.school,2088053406.0,Miss,Kate,Holland,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,Resource Provision,,,,,H,London,E09000010,Enfield,E05000203,Jubilee,E14000687,Edmonton,A1,Urban major conurbation,E09000010,534709.0,194642.0,,Enfield 023,Enfield 023A,,,,,,999,,,-2,South Central & North West London,,207190296.0,,E02000299,E01001479
102012,308,Enfield,2072.0,Alma Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,99,,,2,Primary,2.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,512.0,2,No Special Classes,19-01-2017,498.0,255.0,245.0,21.9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,12-03-2015,0,Not applicable,28-06-2018,Alma Road,Ponders End,,Enfield,,EN3 4UQ,www.almaprimaryschool.org.uk/,2088043302.0,,Helen,Thomas,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000206,Ponders End,E14000687,Edmonton,A1,Urban major conurbation,E09000010,535987.0,195797.0,,Enfield 014,Enfield 014B,,,,,,999,,,1,South Central & North West London,,207182419.0,,E02000290,E01001506
102013,308,Enfield,2073.0,Wilbury Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,2.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,965.0,1,Has Special Classes,19-01-2017,960.0,480.0,480.0,21,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,07-03-2017,0,Not applicable,16-09-2017,Wilbury Way,Edmonton,,London,,N18 1DE,www.wilburyprimaryschool.org.uk/,2088075335.0,Mrs,Katharine,Turnpenney,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000212,Upper Edmonton,E14000687,Edmonton,A1,Urban major conurbation,E09000010,532854.0,192121.0,,Enfield 035,Enfield 035F,,,,,,999,,,1,South Central & North West London,,207047768.0,,E02000311,E01001560
102014,308,Enfield,2074.0,Southbury Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,480.0,2,No Special Classes,19-01-2017,466.0,245.0,220.0,15.9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,20-03-2018,0,Not applicable,18-05-2018,Swansea Road,,,Enfield,Middlesex,EN3 4JG,http://www.southbury.enfield.sch.uk/,2088041710.0,Mr,David,Bryant,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000206,Ponders End,E14000687,Edmonton,A1,Urban major conurbation,E09000010,535099.0,196350.0,,Enfield 012,Enfield 012C,,,,,,999,,,1,South Central & North West London,,207182682.0,,E02000288,E01001505
102020,308,Enfield,2080.0,Worcesters Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,99,,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,660.0,2,No Special Classes,19-01-2017,625.0,350.0,275.0,19.1,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,01-03-2013,0,Not applicable,28-06-2018,Goat Lane,,,Enfield,,EN1 4UF,http://www.worcesters.enfield.sch.uk/,2083637860.0,Mrs,Karen,Jaeggi,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000195,Chase,E14000691,Enfield North,A1,Urban major conurbation,E09000010,533965.0,198317.0,,Enfield 005,Enfield 005A,,,,,,999,,,2,South Central & North West London,,207184019.0,,E02000281,E01001407
102022,308,Enfield,2082.0,De Bohun Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,2.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420.0,1,Has Special Classes,19-01-2017,433.0,235.0,200.0,15.8,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,07-07-2016,0,Not applicable,16-09-2017,Green Road,Southgate,,London,,N14 4AD,www.debohun.enfield.sch.uk,2084417728.0,Mr,Dominic,Smart,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resource Provision,,,,,H,London,E09000010,Enfield,E05000196,Cockfosters,E14000692,"Enfield, Southgate",A1,Urban major conurbation,E09000010,528719.0,195540.0,,Enfield 020,Enfield 020B,,,,,,999,,,1,South Central & North West London,,207187794.0,,E02000296,E01001420
102023,308,Enfield,2083.0,Raynham Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,2.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,889.0,1,Has Special Classes,19-01-2017,877.0,460.0,420.0,17.5,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,26-09-2017,0,Not applicable,08-12-2017,Raynham Avenue,,,London,,N18 2JQ,www.raynhamprimaryschool.co.uk/,2088074726.0,Mrs,Marva,Rollins,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000212,Upper Edmonton,E14000687,Edmonton,A1,Urban major conurbation,E09000010,534346.0,192236.0,,Enfield 033,Enfield 033E,,,,,,999,,,1,South Central & North West London,,207051771.0,,E02000309,E01001558
102024,308,Enfield,2084.0,Bush Hill Park Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,630.0,2,No Special Classes,19-01-2017,639.0,335.0,305.0,23.3,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-12-2017,0,Not applicable,15-02-2018,Main Avenue,,,Enfield,,EN1 1DS,www.bushhillpark.enfield.sch.uk/,2083660521.0,Mrs,Anna,Theodosiou,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000207,Southbury,E14000691,Enfield North,A1,Urban major conurbation,E09000010,534127.0,195811.0,,Enfield 015,Enfield 015E,,,,,,999,,,1,South Central & North West London,,207126183.0,,E02000291,E01001515
102025,308,Enfield,2085.0,Eversley Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,630.0,2,No Special Classes,19-01-2017,628.0,315.0,315.0,2.9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,16-01-2015,0,Not applicable,16-09-2017,Chaseville Park Road,,,London,,N21 1PD,http://www.eversley.enfield.sch.uk/,2083605159.0,Mrs,Pat,Wood,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000208,Southgate,E14000692,"Enfield, Southgate",A1,Urban major conurbation,E09000010,530594.0,195529.0,,Enfield 019,Enfield 019C,,,,,,999,,,2,South Central & North West London,,207147375.0,,E02000295,E01001523
102026,308,Enfield,3302.0,St Michael at Bowes CofE Junior School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,7.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,360.0,2,No Special Classes,19-01-2017,343.0,170.0,175.0,13.7,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,07-03-2018,0,Not applicable,18-05-2018,Tottenhall Road,,,London,,N13 6JB,www.smab.enfield.sch.uk/,2088886100.0,Mrs,Maria,Jay,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000193,Bowes,E14000692,"Enfield, Southgate",A1,Urban major conurbation,E09000010,531297.0,191945.0,,Enfield 035,Enfield 035A,,,,,,999,,,1,South Central & North West London,,207179737.0,,E02000311,E01001394
